mock6h	mock12h	mock18h	mock24h	mock24h_r	mock30h	HIV6h	HIV12h	HIV18h	HIV24h	HIV24h_r	HIV30h
AC006026.9	145.954721923496	129.792238792607	150.221172488117	145.486840083349	129.087322640227	144.57090610929	93.3243314515667	93.6954769434175	105.494455440367	108.447004556523	53.0230994128224	98.3111942591076
AC006028.9	287.261991954216	153.166334166774	112.065751402915	76.481120289345	89.3915484268182	88.9872709771919	725.369870023207	859.01898232692	549.633762346979	224.563984289857	286.577067653858	320.454816931502
AC006064.1	275.486386118323	320.680684348305	362.937645038118	285.181346007795	338.762437716183	273.290903257306	276.231400491591	199.257339754935	231.619207908776	207.735436502417	211.798823436333	211.203854961472
AC006160.1	706.901763560598	696.61405161616	651.011074231393	520.810633109271	545.3840316988	538.532109501704	619.690230133415	445.819690750408	537.922178189198	432.396549464738	525.252833444039	415.138983972195
AC006207.1	122.403510251709	127.844397511426	127.327919836996	131.180776223616	95.4985906134965	133.844239680288	87.2274291502325	80.1232374390795	97.3864356388263	92.4598841584549	77.6077276487208	88.2965227451882
AC006230.3	2142.45516591814	2728.21250788752	2418.56095600337	2365.45133784654	2599.38588715161	2035.38965209417	2097.17288782339	1892.0172112682	2085.65306919439	1909.94304520195	1952.18563063598	1758.01539152048
AC006276.1	497.081877757407	587.534939870047	579.46965969664	584.767153893958	563.705158258834	542.432715475886	759.9189830641	718.772507448761	605.489009868703	639.387687250247	813.097855706017	640.924305376923
AC006427.1	376.114290534139	477.481907483343	408.724150340361	415.618987081827	401.868540311859	393.234536963412	542.462800983182	510.664835048912	351.437722753765	404.629445615462	573.397730406007	375.990722599601
AC006435.1	202.691731860073	154.140254807364	113.973522457175	97.5194494948339	134.176524462459	89.9624224707375	249.811490519143	117.069889423111	109.098019796607	101.715585441547	123.703905591031	111.057139822278
AC006465.3	2005.4299343732	1896.48428082341	1998.85132406615	1842.8592403822	1934.73612916812	2331.83570613202	1824.84458503046	2120.48324292456	1977.54613850718	2105.15419953625	2145.78957799368	2055.72426288881
AC006486.1	100.993317822812	111.287746621391	110.157980348655	136.229975232934	143.337087742477	100.689088899739	109.582737588458	210.567539341883	195.583564346373	142.104100131402	115.509029512398	152.936675244123
AC006504.1	909.228082013675	935.224608560783	775.0161927583	793.467379612408	832.41501447268	626.295743920806	1005.82737588458	868.821155302275	964.043663314609	731.944700081166	697.345231095329	704.654033192774
AC006504.2	613.767426494896	494.038558373378	423.032433247311	445.072647969511	426.296709058572	533.656352033976	648.142440872974	515.942928189488	415.400990077029	477.833628490826	560.081056778229	491.614657351216
AC006504.3	614.837936116341	398.594335595529	399.18529506906	428.24198460512	479.224408009784	406.88665787305	658.303944708531	469.948116535898	513.598118784576	420.61656601353	372.623266479503	453.376820661705
AC006547.13	95.6407697155881	94.7310957313559	91.0802698060542	106.776314345249	90.4093887912645	94.8381799384653	121.776542191126	147.984434960769	174.863069297992	142.104100131402	75.5590086290626	121.071811336197
AC006978.6	962.753563085918	701.483654819111	568.976918898209	588.133286566836	600.347411378904	678.953924572267	1056.63489506236	529.515167693826	492.877623736195	579.646342604836	719.881140311569	767.473336325542
AC007038.7	225.172433910415	121.026953027294	158.806142232288	119.399311868542	112.801876809085	130.918785199652	209.165475176916	141.952328514397	196.484455435433	114.336996282127	78.63208715855	96.4903448929404
AC007040.7	86.0061831225844	220.366858367504	227.485900185651	224.590957895987	257.335208560472	271.340600270215	262.005295121812	386.25263959248	287.4744554305	404.629445615462	439.206634618394	453.376820661705
AC007041.2	368.620723184025	405.411780079661	391.55421085202	332.30720342809	324.512672613934	386.408476508593	262.005295121812	307.081242483842	257.745049491518	357.509511810631	392.086097166256	303.156747952914
AC007066.1	105.275356308592	76.2266035601402	93.9419263874444	93.3117836537362	92.4450695201573	202.104844228479	144.131850629351	111.037782976738	98.2873267278864	73.9484815922711	61.2179754914552	128.355208800866
AC007099.1	168.435423973838	41.1654604988895	28.1238250154709	25.9891301961716	16.1070421866783	22.6769694160925	227.456182080918	229.417871986797	218.105841572875	195.955453051209	207.701385397017	226.681074573893
AC007128.1	418.934675391933	230.106064773407	216.039273860091	219.54175888667	217.639434347063	234.284843515483	400.201747285386	293.509002979504	255.943267313398	231.295403404833	135.99621970898	260.366787847986
AC007238.1	2971.02961291646	3538.51448085864	2926.98194196369	2681.02627592887	2807.02532149867	3023.21811505584	2658.08789954613	3562.15668360756	2545.10752461502	2824.5746174493	2797.28222624499	2601.06864805588
AC007245.1	421.075694634823	371.324557659	507.928245161886	548.581227660517	491.438492383141	639.947864830444	696.917659283647	794.173838028416	787.469009858836	706.701878400006	666.614445800456	751.085692030037
AC007246.3	56.0319137221286	49.9307462642022	100.619125077355	79.8472529622233	71.0704218667832	88.0121194836462	75.0336245475643	86.9093571912485	163.151485140211	246.441096413529	260.968079908131	299.51504922058
AC007254.3	246.582626339312	224.262540929866	174.068310666368	100.885582167712	174.890139040315	168.949693447929	178.680963670245	133.658182150635	98.2873267278864	78.1556185391311	48.925661373506	55.5212341541792
AC007256.5	145.954721923496	89.8614925284044	96.8035829688345	108.459380681688	111.784036444639	96.7884829255565	123.808842958237	120.839955952093	98.2873267278864	93.3013115478268	70.4372110799171	86.475673379021
AC007272.2	134.179116087603	175.566508900351	126.374034309866	144.645306915129	130.105163004674	132.869088186743	83.1628276160098	100.481596695586	103.692673262247	109.288431945895	102.192355884619	87.3860980621046
AC007276.4	153.44828927361	159.983778650906	187.422708046189	202.711095522279	198.300467422581	137.744845654471	207.133174409804	177.390953886835	208.196039593214	190.906888714977	127.801343630347	183.891114468964
AC007276.5	193.05714526707	213.549413883372	264.687435743723	271.716815316282	251.228166373794	241.110903970302	182.745565204468	196.241286531749	273.060198005539	195.114025661838	92.9731202961575	228.50192394006
AC007283.5	195.198164509959	146.348889682642	132.097347472646	124.44851087786	149.444129929155	182.601814357567	184.777865971579	214.337605870866	159.547920783971	124.43412495459	140.093657748296	147.474127145621
AC007314.1	141.672683437717	166.801223135038	121.604606674216	98.3609826630535	117.891078631317	110.440603835195	103.485835287124	114.807849505721	166.755049496451	114.336996282127	91.9487607863283	89.2069474282718
AC007318.5	5090.63866337727	6101.8736068923	5952.7068340202	5879.69384833142	6168.95204526509	6744.39621442577	4086.79533882544	4384.7852002316	4317.16029679617	5295.84686003483	5321.3040584639	4881.68247918025
AC007383.3	88.1472023654741	61.6177939512858	69.1409026820631	99.202515831273	84.3023466045862	105.564846367467	166.487159067577	130.642128927449	112.701584152847	113.495568892755	56.0961779423097	86.475673379021
AC007383.4	357.915626969577	401.5160975173	349.583247658298	329.782603923432	372.351169742914	383.483022027956	343.297325806267	293.509002979504	379.365346514627	363.399503536235	454.572027265831	304.067172635997
AC007390.5	281.909443846992	331.393811394798	286.626802867714	238.89702175572	272.602814027168	292.793933128218	233.553084382252	285.968869921539	299.186039588281	279.256764599036	377.745064028648	255.814664432568
AC007405.6	56.0319137221286	59.6699526701052	34.8010237053813	47.8689925698801	55.8028164000874	65.583635132098	131.938046026683	144.968381737583	165.854158407391	180.809760042514	207.701385397017	157.48879865954
AC007618.1	176.999500945397	93.7571750907655	189.330479100449	215.334093045572	205.425349973706	253.787873386394	199.003971341359	138.936275291211	209.096930682274	254.855370307249	311.161695889757	270.381459361905
AC007620.3	413.582127284709	466.768780436849	507.928245161886	514.919900931734	587.115486641101	525.855140085611	467.267672600061	454.867850419967	518.102574229877	683.983338886963	624.615705897462	557.165234533234
AC007842.1	576.299589744326	758.944972613939	701.567007169286	761.489119220064	762.184029325879	543.407866969431	745.692877694321	751.949092903809	749.631584118313	798.417463841553	967.776141690213	758.369089494705
AC007938.1	295.826068925775	271.0107316782	355.306560821078	399.629856885655	276.674175484953	492.699989305061	331.103521203599	264.102484053439	366.752871267786	401.263736057974	390.037378146598	329.559063762338
AC007938.2	186.6340875384	162.905540572677	144.497859325337	132.863842560055	129.087322640227	118.241815783559	255.908392820477	284.460843309946	235.222772265016	235.502540351693	280.430910594883	223.949800524642
AC007969.5	4613.19137221286	5286.70203071824	4449.38324326325	4843.76651825314	4903.77647225823	3391.82537961606	6806.01376522047	5015.89433718332	4996.43217794746	4048.85146898554	6742.09069859687	4010.40605746926
AC008013.2	113.839433280151	114.209508543162	145.451744852467	157.268304438423	152.497651022494	204.05514721557	121.776542191126	126.872062398466	176.664851476112	248.123951192273	225.115497064112	232.143622672394
AC008038.1	48303.9005522416	47944.4260885732	43651.2167517269	43000.5634316643	42202.536627396	49653.0122334182	44308.0598207268	43676.41856529	36062.7604930948	41022.8538127694	47867.0519397059	38726.7200728125
AC008073.5	6609.69181620751	8303.90817526697	8299.26523076013	7978.47756987098	8157.81211739332	9697.15493688177	5730.92665941854	8067.38618574198	6979.29346496866	8914.82606172374	9065.33806688928	8222.03064141394
AC008074.1	597.709782173223	949.833418169637	995.363749525341	1017.31520235881	1042.09012954864	1238.69088186743	570.915011722741	1060.3405349746	1471.24534645543	1607.02918502803	1771.89835690606	1637.83933335345
AC008105.1	238.018549367753	158.035937369725	190.284364627579	201.02802918584	160.640373938065	225.508480073573	290.457505861371	275.412683640387	299.186039588281	234.661112962321	281.455270104712	246.710417601732
AC008122.2	411.441108041819	545.656352324663	477.403908293724	363.443930652214	437.492953067482	462.470293005148	316.877415833819	351.568027525839	452.337524728492	467.736499818361	383.891221087623	467.943615591043
AC008132.12	117.050962144485	137.583603917329	105.388552713005	102.568648504151	125.015961182442	117.266664290014	73.0013237804529	99.7275833897899	92.881980193526	94.1427389371989	95.0218393158157	91.9382214775225
AC008268.3	1450.90595046477	1130.98265731943	1239.55844447063	1120.82378204982	1139.80280453549	1054.38724958731	1930.52422492026	1600.21406192493	1528.90237615527	1153.49982215653	1640.78033964793	1728.88180166181
AC008280.5	72.0895580438014	110.313825980801	72.9564447905832	85.7379851397602	78.1953044179079	112.390906822286	91.2920306844553	136.674235373821	160.448811873031	133.689826237682	129.850062650005	108.325865773027
AC008392.1	175.928991323952	228.158223492227	210.31596069731	153.902171765544	252.24600673824	180.651511370476	148.196452163574	280.690776780963	222.610297018175	190.065461325605	135.99621970898	127.444784117782
AC008494.1	157.73032775939	112.261667261981	178.837738302019	131.180776223616	134.176524462459	190.403026305932	300.619009696928	234.695965127373	210.898712860394	145.46980968889	153.410331376075	213.024704327639
AC008555.3	446.767925549499	173.61866761917	221.762587022871	166.525169288838	134.176524462459	220.632722605845	424.589356490722	498.600622156167	376.662673247446	240.551104687925	109.362872453423	251.26254101715
AC008567.1	1641.45666308195	1607.22985056809	1406.48841171839	1381.69906419788	1476.70796516724	1647.27935766303	1306.60788941706	1426.03698828593	1177.55485142184	1431.17086064929	1404.15329287741	1544.06559099584
AC008733.3	309.742694004558	195.044921712157	163.575569867938	223.749424727768	191.175584871457	231.359389034846	516.042891010734	379.466519840311	356.843069288125	308.706723227056	243.553968241036	304.977597319081
AC008735.1	321.518299840452	195.044921712157	240.840297565472	261.618417297648	243.085443458223	203.079995722025	412.395551888054	186.439113556394	182.971089099532	171.554058759422	216.920620985479	216.666403059974
AC008746.11	175.928991323952	145.374969042051	163.575569867938	190.088097998985	163.693895031404	182.601814357567	371.749536545826	276.92071025198	300.086930677341	157.249793140098	221.018059024795	182.070265102797
AC008759.1	560.241945422654	555.395558730566	417.309120084531	414.777453913607	414.082624685216	446.867869108419	554.656605585851	676.547762324154	669.452277191967	800.100318620297	863.291471687644	726.50422558678
AC008763.1	795.754062140521	921.589719592518	901.882967866596	986.178475134687	995.269472784102	1008.55512939067	902.180036761897	1141.01995869483	835.216237579019	1069.35708321933	1358.0571149351	1220.86482850117
AC008870.1	881.394831856109	626.491765493658	723.506374293277	680.701935070987	574.901402267745	594.115744633801	367.684935011603	379.466519840311	529.814158387658	577.963487826092	222.042418534624	447.914272563204
AC008969.1	117.050962144485	82.0701274036821	81.5414145347537	100.044048999493	86.338027333479	91.9127254578286	233.553084382252	187.19312686219	188.376435633893	103.398440220291	152.385971866245	104.684167040693
AC009041.3	98.8522985799227	203.810207477469	177.883852774889	179.148166812131	133.158684098013	135.79454266738	154.293354464908	225.647805457814	248.736138600917	258.221079864737	176.970600102144	253.9938150664
AC009052.1	188.77510678129	168.749064416218	174.068310666368	185.880432157887	170.818777582529	191.378177799478	142.09954986224	173.620887357852	200.088019791674	150.518374025122	91.9487607863283	128.355208800866
AC009053.2	575.229080122881	410.281383282612	465.957281968164	423.192785595803	431.385910880804	328.874538389404	568.882710955631	467.686076618508	425.31079205669	471.943636765222	414.622006382496	403.303463092108
AC009060.2	721.888898260826	585.587098588866	527.959841231617	462.744844502122	596.276049921119	509.277564695336	402.234048052497	328.193615046146	339.726138595984	360.875221368119	370.574547459844	396.930490310523
AC009060.3	498.152387378852	490.142875811017	478.357793820854	546.898161324077	487.367130925355	522.929685604974	497.752184106732	418.675211741732	596.480098978102	535.050690968121	443.304072657711	645.476428792341
